306160,DOID:5731,SNOMEDCT_US_2016_03_01,55551005
306161,DOID:5731,UMLS_CUI,C0269041
306162,DOID:5731,NCI,C40118
306163,DOID:5731,ICD10CM,N70.11
306164,DOID:3247,SNOMEDCT_US_2016_03_01,134166003
306165,DOID:3247,SNOMEDCT_US_2016_03_01,302847003
306166,DOID:3247,SNOMEDCT_US_2016_03_01,30924005
306167,DOID:3247,UMLS_CUI,C0035412
306168,DOID:3247,NCI,C3359
306169,DOID:3247,MSH,D012208
306170,DOID:1443,SNOMEDCT_US_2016_03_01,154994001
306171,DOID:1443,SNOMEDCT_US_2016_03_01,154998003
306172,DOID:1443,SNOMEDCT_US_2016_03_01,192824002
306173,DOID:1443,SNOMEDCT_US_2016_03_01,267579001
306174,DOID:1443,SNOMEDCT_US_2016_03_01,267686002
306175,DOID:1443,SNOMEDCT_US_2016_03_01,267688001
306176,DOID:1443,ICD9CM,331.9
306177,DOID:1443,SNOMEDCT_US_2016_03_01,418143002
306178,DOID:1443,SNOMEDCT_US_2016_03_01,52522001
306179,DOID:1443,SNOMEDCT_US_2016_03_01,73768007
306180,DOID:1443,UMLS_CUI,C0154671
306181,DOID:5684,OMIM,271510
306182,DOID:5684,UMLS_CUI,C0920349
306183,DOID:5684,NCI,C92206
306184,DOID:7088,UMLS_CUI,C1333120
306185,DOID:7088,NCI,C35830
306186,DOID:0060290,ORDO,3047
306187,DOID:0060290,OMIM,603736
306188,DOID:0060290,SNOMEDCT_US_2016_03_01,699298009
306189,DOID:0060290,UMLS_CUI,C1863557
306190,DOID:0060290,MSH,C536717
306191,DOID:14181,SNOMEDCT_US_2016_03_01,239957000
306192,DOID:14181,SNOMEDCT_US_2016_03_01,27741009
306193,DOID:14181,SNOMEDCT_US_2016_03_01,699942000
306194,DOID:14181,ICD9CM,726.11
306195,DOID:14181,UMLS_CUI,C0158303
306196,DOID:14181,ICD10CM,M75.3
306197,DOID:13036,ICD9CM,087.1
306198,DOID:13036,SNOMEDCT_US_2016_03_01,10301003
306199,DOID:13036,SNOMEDCT_US_2016_03_01,186821005
306200,DOID:13036,ICD10CM,A68.1
306201,DOID:13036,UMLS_CUI,C0035022
306202,DOID:13036,NCI,C34976
306203,DOID:0050332,OMIM,600791
306204,DOID:0110322,OMIM,613838
306205,DOID:5709,UMLS_CUI,C0545074
306206,DOID:5709,NCI,C27781
306207,DOID:0060315,SNOMEDCT_US_2016_03_01,196569003
306208,DOID:0060315,SNOMEDCT_US_2016_03_01,414952002
306209,DOID:0060315,SNOMEDCT_US_2016_03_01,58918007
306210,DOID:0060315,UMLS_CUI,C0206186
306211,DOID:0060315,NCI,C3722
306212,DOID:0060315,MSH,D017733
306213,DOID:0060315,ICD10CM,K13.3
306214,DOID:3012,OMIM,151623
306215,DOID:3012,SNOMEDCT_US_2016_03_01,428850001
306216,DOID:3012,ORDO,524
306217,DOID:3012,OMIM,609265
306218,DOID:3012,OMIM,609266
306219,DOID:3012,UMLS_CUI,C0085390
306220,DOID:3012,NCI,C3476
306221,DOID:3012,MSH,D016864
306222,DOID:5304,UMLS_CUI,C1518693
306223,DOID:5304,NCI,C40078
306224,DOID:9091,ICD9CM,327.42
306225,DOID:9091,SNOMEDCT_US_2016_03_01,415238003
306226,DOID:9091,UMLS_CUI,C0751772
306227,DOID:9091,MSH,D020187
306228,DOID:9091,ICD10CM,G47.52
306229,DOID:7013,UMLS_CUI,C1518725
306230,DOID:7013,NCI,C40041
306231,DOID:6811,UMLS_CUI,C0280783
306232,DOID:6811,NCI,C27081
306233,DOID:6811,MSH,D001254
306234,DOID:1793,KEGG,05212
306235,DOID:1793,SNOMEDCT_US_2016_03_01,126859007
306236,DOID:1793,ORDO,1333
306237,DOID:1793,SNOMEDCT_US_2016_03_01,154476001
306238,DOID:1793,SNOMEDCT_US_2016_03_01,154477005
306239,DOID:1793,SNOMEDCT_US_2016_03_01,154478000
306240,DOID:1793,ICD9CM,157.0
306241,DOID:1793,ICD9CM,157.1
306242,DOID:1793,ICD9CM,157.2
306243,DOID:1793,ICD9CM,157.8
306244,DOID:1793,SNOMEDCT_US_2016_03_01,187791002
306245,DOID:1793,SNOMEDCT_US_2016_03_01,187792009
306246,DOID:1793,SNOMEDCT_US_2016_03_01,187796007
306247,DOID:1793,ORDO,217074
306248,DOID:1793,SNOMEDCT_US_2016_03_01,269553001
306249,DOID:1793,SNOMEDCT_US_2016_03_01,269554007
306250,DOID:1793,SNOMEDCT_US_2016_03_01,269555008
306251,DOID:1793,SNOMEDCT_US_2016_03_01,363419009
306252,DOID:1793,OMIM,606856
306253,DOID:1793,OMIM,613347
306254,DOID:1793,OMIM,613348
306255,DOID:1793,OMIM,614320
306256,DOID:1793,SNOMEDCT_US_2016_03_01,93715005
306257,DOID:1793,SNOMEDCT_US_2016_03_01,93823001
306258,DOID:1793,SNOMEDCT_US_2016_03_01,94082003
306259,DOID:1793,UMLS_CUI,C0030297
306260,DOID:1793,UMLS_CUI,C0153458
306261,DOID:1793,UMLS_CUI,C0153459
306262,DOID:1793,UMLS_CUI,C0153460
306263,DOID:1793,UMLS_CUI,C0153463
306264,DOID:1793,ICD10CM,C25.0
306265,DOID:1793,ICD10CM,C25.1
306266,DOID:1793,ICD10CM,C25.2
306267,DOID:1793,NCI,C3305
306268,DOID:1793,MSH,D010190
306269,DOID:10192,SNOMEDCT_US_2016_03_01,189783001
306270,DOID:10192,SNOMEDCT_US_2016_03_01,21396005
306271,DOID:10192,SNOMEDCT_US_2016_03_01,404059000
306272,DOID:10192,UMLS_CUI,C0205823
306273,DOID:10192,NCI,C3703
306274,DOID:10192,MSH,D008067
306275,DOID:0110363,OMIM,616394
306276,DOID:0110363,ORDO,791
306277,DOID:0110363,ICD10CM,H35.5
306278,DOID:0060196,ORDO,357043
306279,DOID:0060196,OMIM,602433
306280,DOID:0060196,ICD10CM,G12.2
306281,DOID:10201,UMLS_CUI,C1333747
306282,DOID:10201,NCI,C5835
306283,DOID:13386,ICD9CM,022.2
306284,DOID:13386,SNOMEDCT_US_2016_03_01,111798006
306285,DOID:13386,SNOMEDCT_US_2016_03_01,186302005
306286,DOID:13386,ICD10CM,A22.2
306287,DOID:13386,UMLS_CUI,C0152945
306288,DOID:13386,MSH,C571911
306289,DOID:4724,SNOMEDCT_US_2016_03_01,2032001
306290,DOID:4724,SNOMEDCT_US_2016_03_01,85974009
306291,DOID:4724,UMLS_CUI,C1527311
306292,DOID:4724,MSH,D001929
306293,DOID:13628,SNOMEDCT_US_2016_03_01,154801000
306294,DOID:13628,SNOMEDCT_US_2016_03_01,191172001
306295,DOID:13628,SNOMEDCT_US_2016_03_01,267558001
306296,DOID:13628,SNOMEDCT_US_2016_03_01,76500009
306297,DOID:13628,UMLS_CUI,C0015702
306298,DOID:13628,NCI,C34607
306299,DOID:13628,MSH,D005236
306300,DOID:13628,ICD10CM,D55.0
306301,DOID:4364,SNOMEDCT_US_2016_03_01,188050009
306302,DOID:4364,UMLS_CUI,C0346787
306303,DOID:4364,NCI,C8410
306304,DOID:0110105,OMIM,613519
306305,DOID:3362,SNOMEDCT_US_2016_03_01,373139003
306306,DOID:3362,ICD9CM,414.11
306307,DOID:3362,SNOMEDCT_US_2016_03_01,50570003
306308,DOID:3362,UMLS_CUI,C0010051
306309,DOID:3362,MSH,D003323
306310,DOID:3362,ICD10CM,I25.41
306311,DOID:0050995,OMIM,611907
306312,DOID:11239,ICD9CM,153.5
306313,DOID:11239,SNOMEDCT_US_2016_03_01,363411007
306314,DOID:11239,SNOMEDCT_US_2016_03_01,93679002
306315,DOID:11239,UMLS_CUI,C0496779
306316,DOID:11239,ICD10CM,C18.1
306317,DOID:11239,NCI,C9333
306318,DOID:11239,MSH,D001063
306319,DOID:0110058,OMIM,301200
306320,DOID:0110058,ICD10CM,K00.5
306321,DOID:2217,OMIM,153670
306322,DOID:2217,SNOMEDCT_US_2016_03_01,191309003
306323,DOID:2217,OMIM,231200
306324,DOID:2217,SNOMEDCT_US_2016_03_01,234478007
306325,DOID:2217,SNOMEDCT_US_2016_03_01,54569005
306326,DOID:2217,UMLS_CUI,C0005129
306327,DOID:2217,NCI,C84595
306328,DOID:2217,MSH,D001606
306329,DOID:12239,SNOMEDCT_US_2016_03_01,255084004
306330,DOID:12239,UMLS_CUI,C1412037
306331,DOID:12239,ICD10CM,C44.520
306332,DOID:12239,NCI,C6925
306333,DOID:5804,UMLS_CUI,C0012628
306334,DOID:5804,MSH,D021922
306335,DOID:3911,OMIM,176670
306336,DOID:3911,SNOMEDCT_US_2016_03_01,190590004
306337,DOID:3911,SNOMEDCT_US_2016_03_01,238869000
306338,DOID:3911,SNOMEDCT_US_2016_03_01,238870004
306339,DOID:3911,SNOMEDCT_US_2016_03_01,46238000
306340,DOID:3911,UMLS_CUI,C0033300
306341,DOID:3911,NCI,C34951
306342,DOID:3911,MSH,D011371
306343,DOID:3911,ICD10CM,E34.8
306344,DOID:5772,UMLS_CUI,C1332882
306345,DOID:5772,NCI,C5503
306346,DOID:3864,UMLS_CUI,C0278876
306347,DOID:3864,UMLS_CUI,C1332188
306348,DOID:3864,NCI,C4011
306349,DOID:3864,NCI,C9373
306350,DOID:3864,MSH,D008527
306351,DOID:0110294,ORDO,363623
306352,DOID:0110294,OMIM,615352
306353,DOID:0110294,ICD10CM,G71.0
306354,DOID:7841,UMLS_CUI,C1332962
306355,DOID:7841,NCI,C6957
