ARL2BP	DDAH1	0.5101
ARL2BP	REPS1	0.6277
ARL2BP	MBD1	0.3409
ARL2BP	BCL7B	0.6321
ARL2BP	RPS20	0.45799999999999996
ARL2BP	SLC10A3	0.5920000000000001
ARL2BP	HMGCS1	0.3432
ARL2BP	HNF4A	0.4207
ARL2BP	TTF1	0.6162
ARL2BP	HNRNPF	0.5752
ARL2BP	DNTTIP2	0.6443
ARL2BP	MAP3K3	0.5908
ARL2BP	TCEAL1	0.5995
ARL2BP	LOC101927051	-0.1219
ARL2BP	TMEM62	0.7363
ARL2BP	UBE2I	0.5989
ARL2BP	ATXN2	0.3255
ARL2BP	NIFK-AS1	0.3979
ARL2BP	PI4KB	0.6488
ARL2BP	TEX43	-0.0502
ARL2BP	UCK2	0.4014
ARL2BP	AK2	0.5106
ARL2BP	AKT2	0.317
ARL2BP	TAB1	0.5327
ARL2BP	UQCRC2	0.7191
ARL2BP	UBE2E3	0.7775
ARL2BP	GGPS1	0.5134
ARL2BP	YTHDF2	0.6651
ARL2BP	VDAC1	0.6515
ARL2BP	MEAF6	0.7673
ARL2BP	LOC105371907	0.0693
ARL2BP	CUL1	0.6973
ARL2BP	UBE2J1	0.647
ARL2BP	SRP14-AS1	0.4401
ARL2BP	LRRC34	0.3233
ARL2BP	ERO1B	0.2603
ARL2BP	LINC00671	-0.076
ARL2BP	MED29	0.6941
ARL2BP	CNOT10	0.8078
ARL2BP	RANBP3	0.4251
ARL2BP	B3GALNT2	0.3306
ARL2BP	DLGAP4	0.3512
ARL2BP	MCTS1	0.6538
ARL2BP	NIPSNAP1	0.5037
ARL2BP	RDH14	0.5923
ARL2BP	FBRSL1	0.2538
ARL2BP	RNF34	0.6729999999999999
ARL2BP	PROSER1	0.4383
ARL2BP	CLDN4	0.4314
ARL2BP	BCAS1	0.252
ARL2BP	ZNF317	0.5276
ARL2BP	TMEM87A	0.5492
ARL2BP	ATF6B	0.5951
ARL2BP	URGCP	0.4517
ARL2BP	PDLIM5	0.5905
ARL2BP	THOC5	0.6304
ARL2BP	PPM1G	0.5416
ARL2BP	CNBP	0.4086
ARL2BP	SLC8A2	-0.0088
ARL2BP	MISP	0.3742
ARL2BP	SLC30A5	0.5893
ARL2BP	MTIF2	0.6491
ARL2BP	ZSCAN18	0.3657
ARL2BP	PCIF1	0.6039
ARL2BP	MARF1	0.5991
ARL2BP	AP5M1	0.7123
ARL2BP	EIF5B	0.4925
ARL2BP	SENP6	0.5184
ARL2BP	ZNF75A	0.4634
ARL2BP	APPL1	0.4224
ARL2BP	KDM4A	0.5854
ARL2BP	HHIPL1	0.3453
ARL2BP	EIF3D	0.484
ARL2BP	MAPK9	0.3225
ARL2BP	LINC01806	0.1463
ARL2BP	RAB21	0.5514
ARL2BP	FBXO21	0.6674
ARL2BP	MUC3A	0.115
ARL2BP	LOC100506098	0.1745
ARL2BP	ATP5PB	0.7053
ARL2BP	RNF223	0.1247
ARL2BP	PRSS3	-0.349
ARL2BP	ZNF148	0.4191
ARL2BP	TMEM35B	0.6823
ARL2BP	ACY3	-0.1847
ARL2BP	MATR3	0.5905
ARL2BP	CD164	0.6645
ARL2BP	SYTL2	0.4266
ARL2BP	SRI	0.6582
ARL2BP	EIF3E	0.449
ARL2BP	PTDSS1	0.4788
ARL2BP	UTP14A	0.5213
ARL2BP	PDX1	0.3985
ARL2BP	FAM120AOS	0.6376
ARL2BP	BCR	0.4465
ARL2BP	DCAF5	0.4582
ARL2BP	DDOST	0.4706
ARL2BP	DDX1	0.5967
ARL2BP	CADM2	0.1414
ARL2BP	TMEM179B	0.6429
ARL2BP	AREL1	0.5574
ARL2BP	LARP4B	0.5993
ARL2BP	INTS14	0.6822
ARL2BP	CDC42SE2	0.5485
ARL2BP	RNPS1	0.5045
ARL2BP	NFE2L1	0.5466
ARL2BP	KCNH2	0.2767
ARL2BP	PPP1R37	0.4846
ARL2BP	MKRN2OS	0.5194
ARL2BP	GNAI2	0.5738
ARL2BP	MMS19	0.5889
ARL2BP	RAB2A	0.6940000000000001
ARL2BP	CASP16P	0.257
ARL2BP	MVP	0.4863
ARL2BP	MPPE1	0.7305
ARL2BP	SBDSP1	0.4438
ARL2BP	UBFD1	0.4555
ARL2BP	TCEA1	0.6543
ARL2BP	DPAGT1	0.1626
ARL2BP	PTBP3	0.5634
ARL2BP	ELOA	0.6226
ARL2BP	HNF1A	0.3516
ARL2BP	RAP1B	0.6402
ARL2BP	ISCA1	0.6985
ARL2BP	LOC101927708	0.1088
ARL2BP	GOPC	0.5198
ARL2BP	NUDT21	0.7322
ARL2BP	RBBP7	0.674
ARL2BP	DDR2	0.4116
ARL2BP	CASP2	0.6441
ARL2BP	AGR3	0.32299999999999995
ARL2BP	COX10-AS1	0.2954
ARL2BP	MRPS16	0.6093
ARL2BP	ABCF2	0.5728
ARL2BP	OAZ2	0.555
ARL2BP	DOLPP1	0.4349
ARL2BP	GLOD4	0.4695
ARL2BP	SLC44A4	0.3833
ARL2BP	TSPAN3	0.5531
ARL2BP	TXNDC12	0.6539
ARL2BP	NOMO1	0.3428
ARL2BP	ACTR1A	0.7124
ARL2BP	RMDN3	0.6283
ARL2BP	LOC101928844	0.0358
ARL2BP	LIMK2	0.3742
ARL2BP	DENND6A	0.6939
ARL2BP	ABHD17B	0.5728
ARL2BP	LOC100507557	0.2816
ARL2BP	LOC101928881	0.083
ARL2BP	RNF146	0.5718
ARL2BP	PAFAH1B1	0.6691
ARL2BP	PAX4	0.1158
ARL2BP	SEPT7	0.6375
ARL2BP	C7orf43	0.3817
ARL2BP	INAFM2	0.3919
DDAH1	MBD1	0.1999
DDAH1	SLC10A3	0.1695
DDAH1	HNF4A	0.34700000000000003
DDAH1	TTF1	0.4075
DDAH1	MAP3K3	0.3717
DDAH1	TCEAL1	0.5362
DDAH1	TSSC2	0.0983
DDAH1	TMEM62	0.4432
DDAH1	OSBPL7	0.0317
DDAH1	TEX43	0.0436
DDAH1	AK2	0.3088
DDAH1	KBTBD11-OT1	0.0454
DDAH1	UQCRC1	0.4095
DDAH1	SYT13	0.3196
DDAH1	VDAC1	0.546
DDAH1	UBE2J1	0.4667
